# Palmyra Island Fossil Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# This file is new 2013 data from linked earth pasted below header from LMR 03cpac01a.txt (collection name below was 03cpac01a)
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1875
#
# Original_Source_URL: http://wiki.linked.earth/Palmyra.Cobb.2013
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2003-07-01
#--------------------
# Title
#	Study_Name: Palmyra Island Fossil Coral Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Cobb, K.M.; Charles, C.D.; Cheng, H.; Edwards, R.L.
#--------------------
# Description_and_Notes
#	Description: The data are oxygen isotopic measurements from modern and fossil corals  collected from Palmyra Island (6???N, 162???W). The modern coral was drilled  in ~30' of water, while the fossil corals were drilled from large heads  scattered on three ocean-facing beaches at Palmyra. The corals were dated  using U/Th chemistry, and then overlapping sequences were spliced together,  guided by matching d18O variability. The sequences range in age from 930A.D.  to the 20th century, are 30 to 150 years long, and are presented at  monthly resolution. The sample names refer to collection sites on  Palmyra Island (see Figure 1 of Nature paper). See Supplementary Info.  associated with the Nature article for more detailed geochemical and  chronological information.
#--------------------
# Publication 
#@article{Emile-Geay2013,
#author = {Emile-Geay, Julien and Cobb, Kimberly M. and Mann, Michael E. and Wittenberg, Andrew T.},
#doi = {10.1175/JCLI-D-11-00510.1},
#journal = {Journal of Climate},
#number = {7},
#pages = {2302--2328},
#title = {{Estimating central equatorial pacific SST variability over the past millennium. Part I: Methodology and validation}},
#volume = {26},
#year = {2013}
# Publication 
#@article{Cobb2003,
#author = {Cobb, Kim M. and Charles, Christopher D. and Cheng, Hai and Edwards, R. Lawrence},
#doi = {10.1038/nature01779},
#issn = {0028-0836},
#journal = {Nature},
#month = {jul},
#number = {6946},
#pages = {271--276},
#publisher = {Nature Publishing Group},
#title = {{El Ni{\~{n}}o/Southern Oscillation and tropical Pacific climate during the last millennium}},
#url = {http://www.nature.com/articles/nature01779},
#volume = {424},
#year = {2003}
#------------------
# Funding_Agency 
#       Funding_Agency_Name: NOAA
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: NSF
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Khaled bin Sultan Living Ocean Foundation
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: The Nature Conservancy
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Palmyra Island, Central Pacific
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean 
#	Country: United States 
#	Northernmost_Latitude: 5.87 
# 	Southernmost_Latitude: 5.87 
# 	Easternmost_Longitude: -162.13 
# 	Westernmost_Longitude: -162.13 
# 	Elevation:  -9 m  
#------------------
# Data_Collection   
#	Collection_Name: palmyra2013
#	Earliest_Year: 928.125
#	Most_Recent_Year: 1998.377 
#	Time_Unit: y_ad 
#	Core_Length: 
#	Notes: {"database":{"database1":"LMR", "database2":"PAGES2kv2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"sea@surface", "interpDirection":"negative", "seasonality":"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"}} Sample ID - CH9, +/- 10 years error in  U/Th age calculation
#------------------
# Species
#	Species_Name:
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, calcium carbonate, , permil VPDB, , Corals and Sclerosponges, -.06 per mil adjustment applied, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O
1170.292	-4.816
1170.375	-4.876
1170.458	-4.976
1170.542	-4.955
1170.625	-4.811
1170.708	-4.763
1170.792	-4.702
1170.875	-4.711
1170.958	-4.707
1171.042	-4.708
1171.125	-4.723
1171.208	-4.679
1171.292	-4.735
1171.375	-4.697
1171.458	-4.756
1171.542	-4.752
1171.625	-4.661
1171.708	-4.644
1171.792	-4.79
1171.875	-4.623
1171.958	-4.534
1172.042	-4.595
1172.125	-4.675
1172.208	-4.668
1172.292	-4.752
1172.375	-4.718
1172.458	-4.72
1172.542	-4.661
1172.625	-4.558
1172.708	-4.679
1172.792	-4.684
1172.875	-4.63
1172.958	-4.542
1173.042	-4.468
1173.125	-4.55
1173.208	-4.585
1173.292	-4.66
1173.375	-4.635
1173.458	-4.637
1173.542	-4.689
1173.625	-4.672
1173.708	-4.657
1173.792	-4.481
1173.875	-4.531
1173.958	-4.366
1174.042	-4.421
1174.125	-4.434
1174.208	-4.495
1174.292	-4.539
1174.375	-4.573
1174.458	-4.614
1174.542	-4.648
1174.625	-4.596
1174.708	-4.527
1174.792	-4.559
1174.875	-4.55
1174.958	-4.505
1175.042	-4.511
1175.125	-4.553
1175.208	-4.588
1175.292	-4.581
1175.375	-4.877
1175.458	-4.861
1175.542	-4.9
1175.625	-4.71
1175.708	-4.719
1175.792	-4.669
1175.875	-4.649
1175.958	-4.606
1176.042	-4.631
1176.125	-4.659
1176.208	-4.699
1176.292	-4.784
1176.375	-4.949
1176.458	-4.943
1176.542	-5.061
1176.625	-5.257
1176.708	-5.175
1176.792	-5.061
1176.875	-4.912
1176.958	-4.728
1177.042	-4.689
1177.125	-4.742
1177.208	-4.828
1177.292	-5.062
1177.375	-4.842
1177.458	-4.737
1177.542	-4.676
1177.625	-4.686
1177.708	-4.539
1177.792	-4.599
1177.875	-4.636
1177.958	-4.624
1178.042	-4.596
1178.125	-4.655
1178.208	-4.693
1178.292	-4.829
1178.375	-4.854
1178.458	-4.888
1178.542	-5.047
1178.625	-5.073
1178.708	-5.036
1178.792	-4.885
1178.875	-4.811
1178.958	-4.769
1179.042	-4.763
1179.125	-4.803
1179.208	-4.901
1179.292	-4.904
1179.375	-4.859
1179.458	-4.849
1179.542	-4.832
1179.625	-4.798
1179.708	-4.821
1179.792	-4.811
1179.875	-4.755
1179.958	-4.739
1180.042	-4.793
1180.125	-4.785
1180.208	-4.771
1180.292	-4.881
1180.375	-5.015
1180.458	-4.989
1180.542	-4.897
1180.625	-4.859
1180.708	-4.87
1180.792	-4.945
1180.875	-4.872
1180.958	-4.821
1181.042	-4.703
1181.125	-4.741
1181.208	-4.86
1181.292	-4.919
1181.375	-4.967
1181.458	-5.04
1181.542	-5.2
1181.625	-5.13
1181.708	-5.006
1181.792	-4.916
1181.875	-4.956
1181.958	-4.811
1182.042	-4.81
1182.125	-4.836
1182.208	-4.859
1182.292	-4.933
1182.375	-4.97
1182.458	-4.924
1182.542	-4.983
1182.625	-4.899
1182.708	-4.824
1182.792	-4.758
1182.875	-4.815
1182.958	-4.67
1183.042	-4.684
1183.125	-4.763
1183.208	-4.912
1183.292	-4.813
1183.375	-4.713
1183.458	-4.695
1183.542	-4.702
1183.625	-4.718
1183.708	-4.74
1183.792	-4.841
1183.875	-4.642
1183.958	-4.612
1184.042	-4.602
1184.125	-4.701
1184.208	-4.749
1184.292	-4.896
1184.375	-4.954
1184.458	-4.98
1184.542	-5.067
1184.625	-5.072
1184.708	-4.914
1184.792	-4.779
1184.875	-4.727
1184.958	-4.685
1185.042	-4.762
1185.125	-4.824
1185.208	-4.863
1185.292	-5.024
1185.375	-4.831
1185.458	-4.998
1185.542	-5.108
1185.625	-5.099
1185.708	-4.955
1185.792	-4.877
1185.875	-4.836
1185.958	-4.672
1186.042	-4.652
1186.125	-4.804
1186.208	-4.924
1186.292	-4.949
1186.375	-4.962
1186.458	-5.066
1186.542	-5.123
1186.625	-5.133
1186.708	-5.155
1186.792	-5.112
1186.875	-5.04
1186.958	-4.881
1187.042	-4.804
1187.125	-4.853
1187.208	-4.837
1187.292	-4.812
1187.375	-4.822
1187.458	-4.87
1187.542	-4.881
1187.625	-4.878
1187.708	-4.755
1187.792	-4.649
1187.875	-4.653
1187.958	-4.647
1188.042	-4.712
1188.125	-4.855
1188.208	-4.745
1188.292	-4.79
1188.375	-4.719
1188.458	-4.685
1188.542	-4.673
1188.625	-4.75
1188.708	-4.717
1188.792	-4.637
1188.875	-4.652
1188.958	-4.539
1189.042	-4.581
1189.125	-4.699
1189.208	-4.721
1189.292	-4.715
1189.375	-4.831
1189.458	-4.805
1189.542	-4.751
1189.625	-4.757
1189.708	-4.782
1189.792	-4.804
1189.875	-4.604
1189.958	-4.623
1190.042	-4.547
1190.125	-4.565
1190.208	-4.657
1190.292	-4.869
1190.375	-4.842
1190.458	-4.736
1190.542	-4.805
1190.625	-4.831
1190.708	-4.878
1190.792	-4.855
1190.875	-4.777
1190.958	-4.697
1191.042	-4.695
1191.125	-4.707
1191.208	-4.745
1191.292	-4.763
1191.375	-4.77
1191.458	-4.843
1191.542	-4.978
1191.625	-5.143
1191.708	-5.218
1191.792	-5.19
1191.875	-4.853
1191.958	-4.775
1192.042	-4.806
1192.125	-4.81
1192.208	-4.912
1192.292	-4.978
1192.375	-4.947
1192.458	-4.886
1192.542	-4.812
1192.625	-4.982
1192.708	-4.903
1192.792	-4.764
1192.875	-4.728
1192.958	-4.517
1193.042	-4.572
1193.125	-4.68
1193.208	-4.694
1193.292	-4.798
1193.375	-4.848
1193.458	-4.774
1193.542	-4.829
1193.625	-4.661
1193.708	-4.611
1193.792	-4.582
1193.875	-4.577
1193.958	-4.544
1194.042	-4.519
1194.125	-4.537
1194.208	-4.535
1194.292	-4.525
1194.375	-4.556
1194.458	-4.751
1194.542	-4.726
1194.625	-4.674
1194.708	-4.605
1194.792	-4.607
1194.875	-4.644
1194.958	-4.474
1195.042	-4.503
1195.125	-4.519
1195.208	-4.751
1195.292	-4.782
1195.375	-4.799
1195.458	-5.077
1195.542	-5.22
1195.625	-5.174
1195.708	-5.016
1195.792	-5.041
1195.875	-4.853
1195.958	-4.694
1196.042	-4.839
1196.125	-5.015
1196.208	-5.125
1196.292	-4.869
1196.375	-4.925
1196.458	-5.005
1196.542	-5.069
1196.625	-4.963
1196.708	-4.897
1196.792	-4.855
1196.875	-4.724
1196.958	-4.735
1197.042	-4.781
1197.125	-4.816
1197.208	-4.743
1197.292	-4.909
1197.375	-4.947
1197.458	-4.973
1197.542	-4.945
1197.625	-4.934
1197.708	-4.819
1197.792	-4.782
1197.875	-4.806
1197.958	-4.713
1198.042	-4.753
1198.125	-4.741
1198.208	-4.782
1198.292	-4.712
1198.375	-4.668
1198.458	-4.553
1198.542	-4.642
1198.625	-4.622
1198.708	-4.64
1198.792	-4.657
1198.875	-4.76
1198.958	-4.649
1199.042	-4.685
1199.125	-4.665
1199.208	-4.575
1199.292	-4.647
1199.375	-4.655
1199.458	-4.808
1199.542	-4.747
1199.625	-4.732
1199.708	-4.725
1199.792	-4.647
1199.875	-4.633
1199.958	-4.652
1200.042	-4.599
1200.125	-4.65
1200.208	-4.66
1200.292	-4.836
1200.375	-4.798
1200.458	-4.82
1200.542	-4.797
1200.625	-4.848
1200.708	-4.843
1200.792	-4.847
1200.875	-4.773
1200.958	-4.661
1201.042	-4.644
1201.125	-4.711
1201.208	-4.768
1201.292	-4.777
1201.375	-4.832
1201.458	-4.927
1201.542	-4.94
1201.625	-4.916
1201.708	-4.887
1201.792	-4.82
1201.875	-4.851
1201.958	-4.768
1202.042	-4.797
1202.125	-4.821
1202.208	-4.828
1202.292	-4.916
1202.375	-4.902
1202.458	-4.917
1202.542	-4.854
1202.625	-4.885
1202.708	-4.763
1202.792	-4.666
1202.875	-4.64
1202.958	-4.629
1203.042	-4.803
1203.125	-4.875
1203.208	-4.995
1203.292	-5.209
1203.375	-5.121
1203.458	-4.721
1203.542	-4.647
1203.625	-4.714
1203.708	-4.606
1203.792	-4.627
1203.875	-4.373
1203.958	-4.714
1204.042	-4.472
1204.125	-4.562
1204.208	-4.662
1204.292	-4.688
1204.375	-4.668
1204.458	-4.666
1204.542	-4.687
1204.625	-4.72
1204.708	-4.747
1204.792	-4.723
1204.875	-4.652
1204.958	-4.548
1205.042	-4.53
1205.125	-4.556
1205.208	-4.55
1205.292	-4.578
1205.375	-4.582
1205.458	-4.692
1205.542	-4.712
1205.625	-4.715
1205.708	-4.761
1205.792	-4.77
1205.875	-4.737
1205.958	-4.683
1206.042	-4.687
1206.125	-4.749
1206.208	-4.827
1206.292	-4.902
1206.375	-4.82
1206.458	-4.895
1206.542	-4.982
1206.625	-5.008
1206.708	-5.024
1206.792	-4.966
1206.875	-4.938
1206.958	-4.813
1207.042	-4.774
1207.125	-4.835
1207.208	-4.893
1207.292	-4.924
1207.375	-4.955
1207.458	-4.969
1207.542	-4.997
1207.625	-4.953
1207.708	-4.866
1207.792	-4.91
1207.875	-4.864
1207.958	-4.787
1208.042	-4.796
1208.125	-4.756
1208.208	-4.927
1208.292	-4.949
1208.375	-4.912
1208.458	-5.015
1208.542	-4.8
1208.625	-4.793
1208.708	-4.748
1208.792	-4.745
1208.875	-4.679
1208.958	-4.672
1209.042	-4.713
1209.125	-4.752
1209.208	-4.787
1209.292	-4.736
1209.375	-4.68
1209.458	-4.671
1209.542	-4.638
1209.625	-4.6
1209.708	-4.646
1209.792	-4.656
1209.875	-4.675
1209.958	-4.551
1210.042	-4.582
1210.125	-4.629
1210.208	-4.543
1210.292	-4.596
1210.375	-4.758
1210.458	-4.916
1210.542	-5.0
1210.625	-5.008
1210.708	-5.033
1210.792	-4.9
1210.875	-4.772
1210.958	-4.688
1211.042	-4.678
1211.125	-4.829
1211.208	-5.094
1211.292	-5.004
1211.375	-5.027
1211.458	-5.023
1211.542	-4.953
1211.625	-4.807
1211.708	-4.625
1211.792	-4.689
1211.875	-4.656
1211.958	-4.638
1212.042	-4.69
1212.125	-4.809
1212.208	-4.881
1212.292	-4.939
1212.375	-4.952
1212.458	-4.892
1212.542	-4.883
1212.625	-4.776
1212.708	-4.841
1212.792	-4.943
1212.875	-4.679
1212.958	-4.641
1213.042	-4.766
1213.125	-4.945
1213.208	-4.903
1213.292	-4.828
1213.375	-4.811
1213.458	-4.795
1213.542	-4.795
1213.625	-4.793
1213.708	-4.742
1213.792	-4.694
1213.875	-4.654
1213.958	-4.623
1214.042	-4.647
1214.125	-4.679
1214.208	-4.672
1214.292	-4.7
1214.375	-4.696
1214.458	-4.706
1214.542	-4.771
1214.625	-4.569
1214.708	-4.549
1214.792	-4.555
1214.875	-4.53
1214.958	-4.437
1215.042	-4.467
1215.125	-4.408
1215.209	-4.471
1215.292	-4.664
1215.375	-4.674
1215.459	-4.733
1215.542	-4.803
1215.625	-4.755
1215.709	-4.823
1215.792	-4.534
1215.875	-4.668
1215.959	-4.581
1216.042	-4.638
1216.125	-4.794
1216.209	-4.794
1216.292	-4.862
1216.375	-4.778
1216.459	-4.788
1216.542	-4.875
1216.625	-4.772
1216.709	-4.728
1216.792	-4.623
1216.875	-4.647
1216.959	-4.573
1217.042	-4.502
1217.125	-4.583
1217.209	-4.701
1217.292	-4.677
1217.375	-4.735
1217.459	-4.766
1217.542	-4.79
1217.625	-4.742
1217.709	-4.546
1217.792	-4.5
1217.875	-4.52
1217.959	-4.511
1218.042	-4.492
1218.125	-4.524
1218.209	-4.62
1218.292	-4.625
1218.375	-4.569
1218.459	-4.651
1218.542	-4.646
1218.625	-4.669
1218.709	-4.602
1218.792	-4.612
1218.875	-4.456
1218.959	-4.443
1219.042	-4.491
1219.125	-4.594
1219.209	-4.517
1219.292	-4.533
1219.375	-4.583
1219.459	-4.713
1219.542	-4.662
1219.625	-4.785
1219.709	-4.724
1219.792	-4.652
1219.875	-4.737
1219.959	-4.662
1220.042	-4.702
1220.125	-4.779
1220.209	-4.829
1220.292	-4.885
1220.375	-4.878
1220.459	-4.89
1220.542	-4.936
1220.625	-4.956
1220.709	-4.944
1220.792	-4.911
1220.875	-4.866
1220.959	-4.822
1221.042	-4.855
1221.125	-4.869
1221.209	-4.963
1221.292	-5.005
1221.375	-5.199
1221.459	-5.193
1221.542	-5.241
1221.625	-5.222
1221.709	-5.128
1221.792	-4.979
1221.875	-4.963
1221.959	-4.931
1222.042	-4.95
1222.125	-5.072
1222.209	-4.98
1222.292	-4.876
1222.375	-4.941
1222.459	-4.966
1222.542	-5.027
1222.625	-4.917
1222.709	-4.979
1222.792	-4.829
1222.875	-4.856
1222.959	-4.761
1223.042	-4.76
1223.125	-4.843
1223.209	-4.869
1223.292	-4.84
1223.375	-4.817
1223.459	-4.883
1223.542	-4.992
1223.625	-5.116
1223.709	-5.083
1223.792	-5.13
1223.875	-5.01
1223.959	-4.963
1224.042	-4.945
1224.125	-5.017
1224.209	-4.979
1224.292	-4.99
1224.375	-4.941
1224.459	-5.047
1224.542	-5.143
1224.625	-5.088
1224.709	-5.05
1224.792	-5.174
1224.875	-5.049
1224.959	-4.967
1225.042	-4.895
1225.125	-4.954
1225.209	-5.058
1225.292	-5.036
1225.375	-5.033
1225.459	-5.205
1225.542	-5.171
1225.625	-5.128
1225.709	-5.165
1225.792	-5.072
1225.875	-5.065
1225.959	-4.93
1226.042	-4.822
1226.125	-4.864
1226.209	-4.904
1226.292	-4.9
1226.375	-4.795
1226.459	-4.859
1226.542	-4.861
1226.625	-4.835
1226.709	-4.831
1226.792	-4.803
1226.875	-4.665
1226.959	-4.582
1227.042	-4.612
1227.125	-4.647
1227.209	-4.609
1227.292	-4.706
1227.375	-4.784
1227.459	-4.702
1227.542	-4.672
1227.625	-4.724
1227.709	-4.693
1227.792	-4.648
1227.875	-4.624
1227.959	-4.537
1228.042	-4.519
1228.125	-4.651
1228.209	-4.617
1228.292	-4.721
1228.375	-4.748
1228.459	-4.745
1228.542	-4.76
1228.625	-4.721
1228.709	-4.663
1228.792	-4.677
1228.875	-4.707
1228.959	-4.617
1229.042	-4.583
1229.125	-4.629
1229.209	-4.613
1229.292	-4.672
1229.375	-4.739
1229.459	-4.74
1229.542	-4.757
1229.625	-4.655
1229.709	-4.75
1229.792	-4.78
1229.875	-4.807
1229.959	-4.864
1230.042	-4.821
1230.125	-4.866
1230.209	-4.951
1230.292	-4.982
1230.375	-5.048
1230.459	-5.033
1230.542	-5.104
1230.625	-4.91
1230.709	-4.824
1230.792	-4.928
1230.875	-4.944
1230.959	-4.93
1231.042	-4.961
1231.125	-5.025
1231.209	-5.049
1231.292	-5.129
1231.375	-5.256
1231.459	-5.223
1231.542	-5.181
1231.625	-5.15
1231.709	-5.101
1231.792	-4.962
1231.875	-4.88
1231.959	-4.82
1232.042	-4.869
1232.125	-4.921
1232.209	-4.962
1232.292	-4.926
1232.375	-4.834
1232.459	-4.97
1232.542	-4.886
1232.625	-4.919
1232.709	-4.819
1232.792	-4.854
1232.875	-4.825
1232.959	-4.811
1233.042	-4.764
1233.125	-4.832
1233.209	-4.828
1233.292	-4.812
1233.375	-4.832
1233.459	-4.755
1233.542	-4.738
1233.625	-4.867
1233.709	-4.958
1233.792	-4.901
1233.875	-4.769
1233.959	-4.646
1234.042	-4.615
1234.125	-4.613
1234.209	-4.611
1234.292	-4.703
1234.375	-4.661
1234.459	-4.57
1234.542	-4.652
1234.625	-4.709
1234.709	-4.76
1234.792	-4.777
1234.875	-4.696
1234.959	-4.616
1235.042	-4.594
1235.125	-4.686
1235.209	-4.757
1235.292	-4.755
1235.375	-4.821
1235.459	-4.763
1235.542	-4.953
1235.625	-4.991
1235.709	-4.995
1235.792	-4.869
1235.875	-4.775
1235.959	-4.804
1236.042	-4.781
1236.125	-4.805
1236.209	-4.837
1236.292	-4.881
1236.375	-4.904
1236.459	-4.875
1236.542	-4.883
1236.625	-4.935
1236.709	-4.877
1236.792	-4.825
1236.875	-4.897
1236.959	-4.694
1237.042	-4.692
1237.125	-4.815
1237.209	-4.881
1237.292	-4.88
1237.375	-5.024
1237.459	-4.892
1237.542	-4.952
1237.625	-5.102
1237.709	-5.226
1237.792	-5.087
1237.875	-4.845
1237.959	-4.755
1238.042	-4.716
1238.125	-4.727
1238.209	-4.751
1238.292	-4.759
1238.375	-4.962
1238.459	-4.885
1238.542	-4.918
1238.625	-4.87
1238.709	-4.747
1238.792	-4.795
1238.875	-4.666
1238.959	-4.611
1239.042	-4.605
1239.125	-4.619
1239.209	-4.729
1239.292	-4.717
1239.375	-4.753
1239.459	-4.768
1239.542	-4.692
1239.625	-4.713
1239.709	-4.55
1239.792	-4.632
1239.875	-4.612
1239.959	-4.513
1240.042	-4.547
1240.125	-4.658
1240.209	-4.719
1240.292	-4.748
1240.375	-4.718
1240.459	-4.851
1240.542	-4.851
1240.625	-4.801
1240.709	-4.769
1240.792	-4.764
1240.875	-4.766
1240.959	-4.746
1241.042	-4.766
1241.125	-4.902
1241.209	-4.952
1241.292	-5.121
1241.375	-5.236
1241.459	-5.252
1241.542	-5.306
1241.625	-5.228
1241.709	-5.043
1241.792	-4.844
1241.875	-4.771
1241.959	-4.758
1242.042	-4.847
1242.125	-4.861
1242.209	-4.959
1242.292	-5.057
1242.375	-5.253
1242.459	-5.158
1242.542	-5.022
1242.625	-4.867
1242.709	-4.822
1242.792	-4.74
1242.875	-4.66
1242.959	-4.579
1243.041	-4.589
1243.125	-4.662
1243.208	-4.638
1243.291	-4.629
1243.375	-4.577
1243.458	-4.596
1243.541	-4.513
1243.625	-4.524
1243.708	-4.539
1243.791	-4.612
1243.875	-4.622
1243.958	-4.579
1244.041	-4.591
1244.125	-4.686
1244.208	-4.744
1244.291	-4.766
1244.375	-4.68
1244.458	-4.636
1244.541	-4.661
1244.625	-4.675
1244.708	-4.788
1244.791	-4.619
1244.875	-4.553
1244.958	-4.424
1245.041	-4.343
1245.125	-4.524
1245.208	-4.554
1245.291	-4.47
1245.375	-4.613
1245.458	-4.533
1245.541	-4.751
1245.625	-4.739
1245.708	-4.767
1245.791	-4.676
1245.875	-4.634
1245.958	-4.582
1246.041	-4.629
1246.125	-4.656
1246.208	-4.608
1246.291	-4.671
1246.375	-4.724
1246.458	-4.742
1246.541	-4.762
1246.625	-4.794
1246.708	-4.845
1246.791	-4.81
1246.875	-4.794
1246.958	-4.775
1247.041	-4.76
1247.125	-4.798
1247.208	-4.769
1247.291	-4.752
1247.375	-4.79
1247.458	-4.782
1247.541	-4.85
1247.625	-4.763
1247.708	-4.689
1247.791	-4.812
1247.875	-4.821
1247.958	-4.782
1248.041	-4.794
1248.125	-4.845
1248.208	-4.851
1248.291	-4.935
1248.375	-4.912
1248.458	-4.855
1248.541	-4.892
1248.625	-4.883
1248.708	-4.827
1248.791	-4.669
1248.875	-4.686
1248.958	-4.653
1249.041	-4.747
1249.125	-4.665
1249.208	-4.707
1249.291	-4.809
1249.375	-4.868
1249.458	-4.776
1249.541	-4.772
1249.625	-4.73
1249.708	-5.007
1249.791	-5.139
1249.875	-4.934
1249.958	-4.678
1250.041	-4.681
1250.125	-4.714
1250.208	-4.751
1250.291	-4.859
1250.375	-4.899
1250.458	-4.977
1250.541	-5.07
1250.625	-5.143
1250.708	-5.252
1250.791	-5.285
1250.875	-5.029
1250.958	-4.989
1251.041	-4.998
1251.125	-5.075
1251.208	-5.112
1251.291	-5.021
1251.375	-5.132
1251.458	-5.194
1251.541	-5.224
1251.625	-5.363
1251.708	-5.406
1251.791	-5.21
1251.875	-5.123
1251.958	-4.945
1252.041	-4.999
1252.125	-5.056
1252.208	-4.989
1252.291	-4.981
1252.375	-4.995
1252.458	-5.122
1252.541	-5.165
1252.625	-5.065
1252.708	-5.049
1252.791	-5.124
1252.875	-5.092
1252.958	-4.967
1253.041	-4.891
1253.125	-4.956
1253.208	-4.978
1253.291	-4.979
1253.375	-4.948
1253.458	-4.938
1253.541	-5.014
1253.625	-5.095
1253.708	-4.941
1253.791	-4.878
1253.875	-4.838
1253.958	-4.834
1254.041	-4.971
1254.125	-4.948
1254.208	-4.953
1254.291	-5.051
1254.375	-5.1
1254.458	-5.016
1254.541	-4.994
1254.625	-4.999
1254.708	-5.06
1254.791	-5.1
1254.875	-5.05
1254.958	-4.957
1255.041	-4.943
1255.125	-5.013
1255.208	-4.94
1255.291	-4.879
1255.375	-4.914
1255.458	-4.912
1255.541	-5.0
1255.625	-4.948
1255.708	-4.926
1255.791	-4.926
1255.875	-4.938
1255.958	-4.83
1256.041	-4.887
1256.125	-4.911
1256.208	-4.961
1256.291	-4.995
1256.375	-4.997
1256.458	-5.019
1256.541	-4.899
1256.625	-4.911
1256.708	-4.949
1256.791	-4.946
1256.875	-4.925
1256.958	-4.912
1257.041	-4.92
1257.125	-4.997
1257.208	-4.922
1257.291	-4.983
1257.375	-5.092
1257.458	-5.152
1257.541	-5.134
1257.625	-5.143
1257.708	-5.195
1257.791	-5.09
1257.875	-5.013
1257.958	-5.011
1258.041	-5.134
1258.125	-5.071
1258.208	-5.126
1258.291	-5.085
1258.375	-5.191
1258.458	-5.207
1258.541	-5.0
1258.625	-5.009
1258.708	-5.035
1258.791	-5.012
1258.875	-5.009
1258.958	-4.916
1259.041	-4.908
1259.125	-4.976
1259.208	-4.966
1259.291	-5.033
1259.375	-5.052
1259.458	-5.016
1259.541	-5.029
1259.625	-5.027
1259.708	-5.085
1259.791	-5.095
1259.875	-5.052
1259.958	-4.955
1260.041	-4.919
1260.125	-4.934
1260.208	-4.953
1260.291	-5.055
1260.375	-4.921
1260.458	-4.97
1260.541	-4.963
1260.625	-5.047
1260.708	-5.003
1260.791	-5.216
1260.875	-5.061
1260.958	-4.998
1261.041	-4.926
1261.125	-4.953
1261.208	-4.968
1261.291	-4.943
1261.375	-5.006
1261.458	-5.025
1261.541	-5.037
1261.625	-5.171
1261.708	-5.245
1261.791	-5.099
1261.875	-5.115
1261.958	-5.003
1262.041	-5.012
1262.125	-5.129
1262.208	-5.162
1262.291	-5.052
1262.375	-5.328
1262.458	-5.313
1262.541	-5.318
1262.625	-5.359
1262.708	-5.368
1262.791	-5.274
1262.875	-5.141
1262.958	-5.06
1263.041	-4.999
1263.125	-5.065
1263.208	-5.061
1263.291	-5.064
1263.375	-5.01
1263.458	-5.067
1263.541	-5.03
1263.625	-5.005
1263.708	-4.99
1263.791	-5.048
1263.875	-4.92
1263.958	-4.817
1264.041	-4.872
1264.125	-4.899
1264.208	-4.941
1264.291	-4.916
1264.375	-5.0
1264.458	-5.03
1264.541	-4.979
1264.625	-5.022
1264.708	-4.952
1264.791	-4.883
1264.875	-4.841
1264.958	-4.814
1265.041	-4.798
1265.125	-4.812
1265.208	-4.864
1265.291	-4.955
1265.375	-4.952
1265.458	-4.923
1265.541	-4.976
1265.625	-5.003
1265.708	-5.016
1265.791	-5.077
1265.875	-5.059
1265.958	-4.987
1266.041	-5.016
1266.125	-4.981
1266.208	-5.024
1266.291	-5.031
1266.375	-4.999
1266.458	-5.018
1266.541	-5.038
1266.625	-4.997
1266.708	-5.031
1266.791	-4.98
1266.875	-5.033
1266.958	-4.905
1267.041	-4.901
1267.125	-4.937
1267.208	-4.959
1267.291	-4.98
1267.375	-5.027
1267.458	-5.011
1267.541	-5.002
1267.625	-4.998
1267.708	-5.0
1267.791	-4.986
1267.875	-5.051
1267.958	-5.037
1268.041	-5.017
1268.125	-5.083
1268.208	-5.151
1268.291	-5.207
1268.375	-5.28
1268.458	-5.136
1268.541	-5.042
1268.625	-5.027
1268.708	-5.0
1268.791	-4.975
1268.875	-4.954
1268.958	-4.91
