# Palmyra Island Fossil Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# This file is new 2013 data from linked earth pasted below header from LMR 03cpac01a.txt (collection name below was 03cpac01a)
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1875
#
# Original_Source_URL: http://wiki.linked.earth/Palmyra.Cobb.2013
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2003-07-01
#--------------------
# Title
#	Study_Name: Palmyra Island Fossil Coral Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Cobb, K.M.; Charles, C.D.; Cheng, H.; Edwards, R.L.
#--------------------
# Description_and_Notes
#	Description: The data are oxygen isotopic measurements from modern and fossil corals  collected from Palmyra Island (6???N, 162???W). The modern coral was drilled  in ~30' of water, while the fossil corals were drilled from large heads  scattered on three ocean-facing beaches at Palmyra. The corals were dated  using U/Th chemistry, and then overlapping sequences were spliced together,  guided by matching d18O variability. The sequences range in age from 930A.D.  to the 20th century, are 30 to 150 years long, and are presented at  monthly resolution. The sample names refer to collection sites on  Palmyra Island (see Figure 1 of Nature paper). See Supplementary Info.  associated with the Nature article for more detailed geochemical and  chronological information.
#--------------------
# Publication 
#@article{Emile-Geay2013,
#author = {Emile-Geay, Julien and Cobb, Kimberly M. and Mann, Michael E. and Wittenberg, Andrew T.},
#doi = {10.1175/JCLI-D-11-00510.1},
#journal = {Journal of Climate},
#number = {7},
#pages = {2302--2328},
#title = {{Estimating central equatorial pacific SST variability over the past millennium. Part I: Methodology and validation}},
#volume = {26},
#year = {2013}
# Publication 
#@article{Cobb2003,
#author = {Cobb, Kim M. and Charles, Christopher D. and Cheng, Hai and Edwards, R. Lawrence},
#doi = {10.1038/nature01779},
#issn = {0028-0836},
#journal = {Nature},
#month = {jul},
#number = {6946},
#pages = {271--276},
#publisher = {Nature Publishing Group},
#title = {{El Ni{\~{n}}o/Southern Oscillation and tropical Pacific climate during the last millennium}},
#url = {http://www.nature.com/articles/nature01779},
#volume = {424},
#year = {2003}
#------------------
# Funding_Agency 
#       Funding_Agency_Name: NOAA
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: NSF
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: Khaled bin Sultan Living Ocean Foundation
#       Grant: 
#------------------
# Funding_Agency 
#       Funding_Agency_Name: The Nature Conservancy
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Palmyra Island, Central Pacific
#       Location: Ocean>Pacific Ocean>Central Pacific Ocean 
#	Country: United States 
#	Northernmost_Latitude: 5.87 
# 	Southernmost_Latitude: 5.87 
# 	Easternmost_Longitude: -162.13 
# 	Westernmost_Longitude: -162.13 
# 	Elevation:  -9 m  
#------------------
# Data_Collection   
#	Collection_Name: palmyra2013
#	Earliest_Year: 928.125
#	Most_Recent_Year: 1998.377 
#	Time_Unit: y_ad 
#	Core_Length: 
#	Notes: {"database":{"database1":"LMR", "database2":"PAGES2kv2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"sea@surface", "interpDirection":"negative", "seasonality":"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"}} Sample ID - CH9, +/- 10 years error in  U/Th age calculation
#------------------
# Species
#	Species_Name:
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,years AD, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, calcium carbonate, , permil VPDB, , Corals and Sclerosponges, -.06 per mil adjustment applied, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	d18O
1269.041	-4.944
1269.125	-5.043
1269.208	-5.066
1269.291	-5.1
1269.375	-5.199
1269.458	-5.274
1269.541	-5.222
1269.625	-5.363
1269.708	-5.365
1269.791	-5.263
1269.875	-5.129
1269.958	-5.112
1270.041	-5.153
1270.125	-5.154
1270.208	-5.097
1270.291	-5.082
1270.375	-5.149
1270.458	-5.146
1270.541	-5.173
1270.625	-5.184
1270.708	-5.068
1270.791	-5.019
1270.875	-5.035
1270.958	-5.06
1271.041	-5.021
1271.125	-5.047
1271.208	-5.05
1271.291	-5.054
1271.375	-5.049
1271.458	-5.015
1271.541	-4.974
1271.625	-5.053
1271.708	-5.074
1271.791	-4.997
1271.875	-4.951
1271.958	-4.893
1272.041	-4.884
1272.125	-4.894
1272.208	-4.953
1272.291	-5.047
1272.375	-4.956
1272.458	-5.069
1272.541	-5.095
1272.625	-5.167
1272.708	-5.259
1272.791	-5.115
1272.875	-5.134
1272.958	-4.92
1273.041	-4.94
1273.125	-4.943
1273.208	-5.014
1273.291	-5.007
1273.375	-5.027
1273.458	-5.035
1273.541	-5.071
1273.625	-5.123
1273.708	-5.438
1273.791	-5.241
1273.875	-5.119
1273.958	-5.057
1274.041	-5.01
1274.125	-5.042
1274.208	-5.02
1274.291	-5.045
1274.375	-5.089
1274.458	-5.155
1274.541	-5.177
1274.625	-5.092
1274.708	-5.145
1274.791	-5.155
1274.875	-5.082
1274.958	-5.118
1275.041	-5.065
1275.125	-5.143
1275.208	-5.057
1275.291	-5.081
1275.375	-5.088
1275.458	-5.221
1275.541	-5.001
1275.625	-5.035
1275.708	-5.101
1275.791	-5.025
1275.875	-4.888
1275.958	-4.876
1276.041	-4.861
1276.125	-4.859
1276.208	-4.976
1276.291	-4.936
1276.375	-4.895
1276.458	-4.908
1276.541	-4.927
1276.625	-4.96
1276.708	-4.921
1276.791	-5.009
1276.875	-4.969
1276.958	-4.805
1277.041	-4.781
1277.125	-4.928
1277.208	-4.87
1277.291	-4.936
1277.375	-4.89
1277.458	-4.813
1277.541	-4.783
1277.625	-4.864
1277.708	-4.774
1277.791	-4.823
1277.875	-4.929
1277.958	-4.874
1278.041	-4.894
1278.125	-4.911
1278.208	-5.031
1278.291	-5.001
1278.375	-5.006
1278.458	-5.032
1278.541	-5.009
1278.625	-5.074
1278.708	-5.22
1278.791	-5.19
1278.875	-5.092
1278.958	-5.026
1279.041	-5.02
1279.125	-5.048
1279.208	-5.045
1279.291	-5.031
1279.375	-5.11
1279.458	-5.03
1279.541	-5.109
1279.625	-5.173
1279.708	-5.141
1279.791	-5.139
1279.875	-5.071
1279.958	-5.058
1280.041	-5.12
1280.125	-5.239
1280.208	-5.269
1280.291	-5.239
1280.375	-5.276
1280.458	-5.268
1280.541	-5.255
1280.625	-5.224
1280.708	-5.116
1280.791	-5.087
1280.875	-5.149
1280.958	-5.014
1281.041	-5.009
1281.125	-5.076
1281.208	-5.123
1281.291	-5.205
1281.375	-5.227
1281.458	-5.141
1281.541	-5.083
1281.625	-5.167
1281.708	-5.217
1281.791	-5.207
1281.875	-5.039
1281.958	-4.958
1282.041	-4.973
1282.125	-4.889
1282.208	-4.906
1282.291	-5.055
1282.375	-5.031
1282.458	-5.098
1282.541	-5.097
1282.625	-5.073
1282.708	-5.135
1282.791	-5.076
1282.875	-4.995
1282.958	-5.006
1283.041	-5.009
1283.125	-5.06
1283.208	-5.104
1283.291	-5.037
1283.375	-5.179
1283.458	-5.313
1283.541	-5.306
1283.625	-5.461
1283.708	-5.436
1283.791	-5.319
1283.875	-5.241
1283.958	-5.045
1284.041	-4.998
1284.125	-4.925
1284.208	-4.955
1284.291	-5.0
1284.375	-4.947
1284.458	-5.029
1284.541	-5.103
1284.625	-5.021
1284.708	-4.925
1284.791	-4.933
1284.875	-4.915
1284.958	-4.902
1285.041	-4.888
1285.125	-4.978
1285.208	-5.068
1285.291	-5.102
1285.375	-5.193
1285.458	-5.232
1285.541	-5.206
1285.625	-5.165
1285.708	-5.065
1285.791	-5.025
1285.875	-4.985
1285.958	-4.948
1286.041	-4.972
1286.125	-4.997
1286.208	-5.13
1286.291	-5.322
1286.375	-5.209
1286.458	-5.124
1286.541	-5.083
1286.625	-5.015
1286.708	-5.049
1286.791	-5.013
1286.875	-5.046
1286.958	-5.015
1287.041	-4.904
1287.125	-4.957
1287.208	-5.009
1287.291	-4.876
1287.375	-4.94
1287.458	-4.837
1287.541	-4.848
1287.625	-4.791
1287.708	-4.912
1287.791	-4.886
1287.875	-4.967
1287.958	-4.844
1288.041	-4.788
1288.125	-4.857
1288.208	-4.88
1288.291	-4.978
1288.375	-5.087
1288.458	-5.05
1288.541	-5.082
1288.625	-4.969
1288.708	-4.89
1288.791	-4.938
1288.875	-4.871
1288.958	-4.904
1289.041	-4.93
1289.125	-5.12
1289.208	-5.009
1289.291	-4.959
1289.375	-5.088
1289.458	-5.026
1289.541	-5.072
1289.625	-5.183
1289.708	-5.143
1289.791	-5.062
1289.875	-5.043
1289.958	-4.921
1290.041	-4.896
1290.125	-4.928
1290.208	-5.021
1290.291	-5.05
1290.375	-5.056
1290.458	-4.964
1290.541	-5.111
1290.625	-5.122
1290.708	-5.053
1290.791	-5.045
1290.875	-4.972
1290.958	-4.838
1291.041	-4.848
1291.125	-4.855
1291.208	-4.769
1291.291	-4.869
1291.375	-4.81
1291.458	-4.788
1291.541	-4.786
1291.625	-4.717
1291.708	-4.61
1291.791	-4.679
1291.875	-4.575
1291.958	-4.571
1292.041	-4.687
1292.125	-4.75
1292.208	-4.582
1292.291	-4.621
1292.375	-4.812
1292.458	-4.772
1292.541	-4.775
1292.625	-4.912
1292.708	-4.871
1292.791	-4.862
1292.875	-4.823
1292.958	-4.702
1293.041	-4.69
1293.125	-4.714
1293.208	-4.736
1293.291	-4.746
1293.375	-4.733
1293.458	-4.679
1293.541	-4.734
1293.625	-4.681
1293.708	-4.766
1293.791	-4.785
1293.875	-4.74
1293.958	-4.752
1294.041	-4.817
1294.125	-4.815
1294.208	-4.861
1294.291	-4.9
1294.375	-4.885
1294.458	-4.92
1294.541	-4.822
1294.625	-4.893
1294.708	-4.811
1294.791	-4.831
1294.875	-4.872
1294.958	-4.728
1295.041	-4.785
1295.125	-4.825
1295.208	-4.885
1295.291	-4.865
1295.375	-4.92
1295.458	-4.863
1295.541	-4.851
1295.625	-4.771
1295.708	-4.797
1295.791	-4.768
1295.875	-4.755
1295.958	-4.77
1296.041	-4.772
1296.125	-4.774
1296.208	-4.78
1296.291	-4.808
1296.375	-4.893
1296.458	-4.78
1296.541	-4.887
1296.625	-4.855
1296.708	-5.016
1296.791	-5.019
1296.875	-4.78
1296.958	-4.786
1297.041	-4.728
1297.125	-4.745
1297.208	-4.789
1297.291	-4.833
1297.375	-4.778
1297.458	-4.808
1297.541	-4.873
1297.625	-4.788
1297.708	-4.882
1297.791	-4.917
1297.875	-4.856
1297.958	-4.746
1298.041	-4.871
1298.125	-4.955
1298.208	-4.937
1298.291	-4.915
1298.375	-4.939
1298.458	-4.936
1298.541	-4.893
1298.625	-4.917
1298.708	-5.082
1298.791	-5.086
1298.875	-4.875
1298.958	-4.688
1299.041	-4.781
1299.125	-4.813
1299.208	-4.832
1299.291	-4.845
1299.375	-4.795
1299.458	-4.772
1299.541	-4.762
1299.625	-4.692
1299.708	-4.831
1299.791	-4.83
1299.875	-4.745
1299.958	-4.715
1300.041	-4.702
1300.125	-4.833
1300.208	-4.778
1300.291	-4.792
1300.375	-4.872
1300.458	-4.893
1300.541	-4.843
1300.625	-4.819
1300.708	-4.927
1300.791	-5.012
1300.875	-4.938
1300.958	-4.807
1301.041	-4.844
1301.125	-4.96
1301.208	-4.889
1301.291	-4.939
1301.375	-4.919
1301.458	-4.894
1301.541	-4.853
1301.625	-4.777
1301.708	-4.867
1301.791	-4.869
1301.875	-4.971
1301.958	-4.848
1302.041	-4.784
1302.125	-4.918
1302.208	-4.877
1302.291	-4.886
1302.375	-4.915
1302.458	-4.784
1302.541	-4.729
1302.625	-4.768
1302.708	-4.859
1302.791	-4.789
1302.875	-4.804
1302.958	-4.686
1303.041	-4.629
1303.125	-4.696
1303.208	-4.834
1303.291	-4.704
1303.375	-4.698
1303.458	-4.688
1303.541	-4.716
1303.625	-4.688
1303.708	-4.683
1303.791	-4.678
1303.875	-4.653
1303.958	-4.646
1304.041	-4.658
1304.125	-4.663
1304.208	-4.698
1304.291	-4.697
1304.375	-4.667
1304.458	-4.762
1304.541	-4.727
1304.625	-4.503
1304.708	-4.62
1304.791	-4.597
1304.875	-4.606
1304.958	-4.596
1305.041	-4.626
1305.125	-4.769
1305.208	-4.622
1305.291	-4.629
1305.375	-4.723
1305.458	-4.658
1305.541	-4.717
1305.625	-4.76
1305.708	-4.729
1305.791	-4.777
1305.875	-4.721
1305.958	-4.654
1306.041	-4.611
1306.125	-4.739
1306.208	-4.699
1306.291	-4.732
1306.375	-4.788
1306.458	-4.761
1306.541	-4.805
1306.625	-4.838
1306.708	-4.841
1306.791	-4.892
1306.875	-4.817
1306.958	-4.718
1307.041	-4.714
1307.125	-4.757
1307.208	-4.704
1307.291	-4.736
1307.375	-4.731
1307.458	-4.734
1307.541	-4.809
1307.625	-4.935
1307.708	-4.918
1307.791	-4.791
1307.875	-4.706
1307.958	-4.697
1308.041	-4.689
1308.125	-4.728
1308.208	-4.782
1308.291	-4.835
1308.375	-4.833
1308.458	-4.853
1308.541	-4.849
1308.625	-4.794
1308.708	-4.839
1308.791	-4.866
1308.875	-4.777
1308.958	-4.705
1309.041	-4.748
1309.125	-4.696
1309.208	-4.801
1309.291	-4.809
1309.375	-4.813
1309.458	-4.84
1309.541	-4.849
1309.625	-4.897
1309.708	-4.795
1309.791	-4.766
1309.875	-4.72
1309.958	-4.723
1310.041	-4.739
1310.125	-4.601
1310.208	-4.597
1310.291	-4.713
1310.375	-4.667
1310.458	-4.747
1310.541	-4.788
1310.625	-4.821
1310.708	-4.935
1310.791	-5.102
1310.875	-5.022
1310.958	-4.801
1311.041	-4.8
1311.125	-4.82
1311.208	-4.805
1311.291	-4.847
1311.375	-4.894
1311.458	-4.864
1311.541	-4.876
1311.625	-4.828
1311.708	-5.042
1311.791	-5.026
1311.875	-4.909
1311.958	-4.891
1312.041	-4.861
1312.125	-4.848
1312.208	-4.912
1312.291	-4.857
1312.375	-4.868
1312.458	-4.787
1312.541	-4.803
1312.625	-4.801
1312.708	-4.756
1312.791	-4.772
1312.875	-4.726
1312.958	-4.761
1313.041	-4.698
1313.125	-4.829
1313.208	-4.771
1313.291	-4.84
1313.375	-4.851
1313.458	-4.902
1313.541	-4.902
1313.625	-4.88
1313.708	-4.821
1313.791	-4.795
1313.875	-4.845
1313.958	-4.806
1314.041	-4.82
1314.125	-4.812
1314.208	-4.873
1314.291	-4.917
1314.375	-4.945
1314.458	-4.952
1314.541	-4.949
1314.625	-4.989
1314.708	-4.956
1314.791	-4.906
1314.875	-4.916
1314.958	-4.76
1315.041	-4.786
1315.125	-4.817
1315.208	-4.841
1315.291	-4.93
1315.375	-4.955
1315.458	-5.059
1315.541	-5.158
1315.625	-5.021
1315.708	-4.88
1315.791	-4.817
1315.875	-4.837
1315.958	-4.703
1316.041	-4.689
1316.125	-4.782
1316.208	-4.867
1316.291	-4.862
1316.375	-4.811
1316.458	-4.861
1316.541	-4.948
1316.625	-4.859
1316.708	-4.79
1316.791	-4.814
1316.875	-4.747
1316.958	-4.705
1317.041	-4.765
1317.125	-4.827
1317.208	-4.816
1317.291	-4.781
1317.375	-4.814
1317.458	-4.867
1317.541	-4.83
1317.625	-4.902
1317.708	-4.929
1317.791	-4.792
1317.875	-4.751
1317.958	-4.711
1318.041	-4.736
1318.125	-4.746
1318.208	-4.812
1318.291	-4.85
1318.375	-4.93
1318.458	-4.814
1318.541	-4.878
1318.625	-4.809
1318.708	-4.889
1318.791	-4.869
1318.875	-4.765
1318.958	-4.711
1319.041	-4.779
1319.125	-4.803
1319.208	-4.764
1319.291	-4.837
1319.375	-4.814
1319.458	-4.826
1319.541	-4.842
1319.625	-4.873
1319.708	-4.936
1319.791	-4.849
1319.875	-4.784
1319.958	-4.788
1320.042	-4.773
1320.125	-4.76
1320.209	-4.87
1320.292	-4.883
1320.375	-4.955
1320.459	-4.845
1320.542	-4.913
1320.625	-4.982
1320.709	-4.909
1320.792	-4.889
1320.875	-4.84
1320.959	-4.84
1321.042	-4.807
1321.125	-4.817
1321.209	-4.83
1321.292	-4.857
1321.375	-4.897
1321.459	-4.911
1321.542	-5.084
1321.625	-5.126
1321.709	-5.016
1321.792	-4.939
1321.875	-4.821
1321.959	-4.751
1322.042	-4.65
1322.125	-4.638
1322.209	-4.716
1322.292	-4.686
1322.375	-4.732
1322.459	-4.758
1322.542	-4.733
1322.625	-4.785
1322.709	-4.764
1322.792	-4.625
1322.875	-4.559
1322.959	-4.604
1323.042	-4.553
1323.125	-4.557
1323.209	-4.6
1323.292	-4.654
1323.375	-4.767
1323.459	-4.644
1323.542	-4.674
1323.625	-4.739
1323.709	-4.728
1323.792	-4.701
1323.875	-4.64
1323.959	-4.612
1324.042	-4.523
1324.125	-4.521
1324.209	-4.54
1324.292	-4.569
1324.375	-4.602
1324.459	-4.642
1324.542	-4.68
1324.625	-4.725
1324.709	-4.74
1324.792	-4.914
1324.875	-4.759
1324.959	-4.809
1325.042	-4.78
1325.125	-4.804
1325.209	-4.82
1325.292	-4.867
1325.375	-5.06
1325.459	-5.048
1325.542	-5.034
1325.625	-5.167
1325.709	-5.173
1325.792	-5.083
1325.875	-5.007
1325.959	-5.032
1326.042	-4.956
1326.125	-4.981
1326.209	-5.003
1326.292	-4.981
1326.375	-5.024
1326.459	-5.059
1326.542	-4.983
1326.625	-4.992
1326.709	-5.0
1326.792	-5.019
1326.875	-4.988
1326.959	-4.898
1327.042	-4.797
1327.125	-4.938
1327.209	-4.781
1327.292	-4.876
1327.375	-4.843
1327.459	-4.88
1327.542	-4.879
1327.625	-4.961
1327.709	-4.953
1327.792	-4.959
1327.875	-5.03
1327.959	-5.072
1328.042	-4.95
1328.125	-4.983
1328.209	-5.063
1328.292	-5.091
1328.375	-5.169
1328.459	-5.16
1328.542	-5.1
1328.625	-5.179
1328.709	-5.187
1328.792	-5.162
1328.875	-5.045
1328.959	-5.041
1329.042	-5.042
1329.125	-5.104
1329.209	-5.171
1329.292	-5.161
1329.375	-5.261
1329.459	-5.331
1329.542	-5.334
1329.625	-5.399
1329.709	-5.427
1329.792	-5.321
1329.875	-5.164
1329.959	-5.1
1330.042	-5.053
1330.125	-5.015
1330.209	-5.042
1330.292	-5.054
1330.375	-5.074
1330.459	-5.096
1330.542	-5.087
1330.625	-5.122
1330.709	-5.132
1330.792	-5.033
1330.875	-4.914
1330.959	-4.94
1331.042	-4.923
1331.125	-4.9
1331.209	-4.923
1331.292	-4.968
1331.375	-4.964
1331.459	-4.999
1331.542	-5.051
1331.625	-5.008
1331.709	-4.834
1331.792	-4.893
1331.875	-4.88
1331.959	-4.823
1332.042	-4.783
1332.125	-4.79
1332.209	-4.872
1332.292	-4.833
1332.375	-4.912
1332.459	-4.939
1332.542	-5.012
1332.625	-5.103
1332.709	-5.055
1332.792	-4.963
1332.875	-4.904
1332.959	-4.849
1333.042	-4.803
1333.125	-4.892
1333.209	-4.935
1333.292	-4.956
1333.375	-5.019
1333.459	-5.145
1333.542	-5.094
1333.625	-5.186
1333.709	-5.02
1333.792	-4.907
1333.875	-4.858
1333.959	-4.819
1334.042	-4.778
1334.125	-4.756
1334.209	-4.845
1334.292	-4.841
1334.375	-4.944
1334.459	-4.969
1334.542	-5.173
1334.625	-5.272
1334.709	-5.192
1334.792	-5.041
1334.875	-4.907
1334.959	-4.876
1335.042	-4.833
1335.125	-4.823
1335.209	-4.847
1335.292	-4.845
1335.375	-4.807
1335.459	-4.965
1335.542	-4.85
1335.625	-4.867
1335.709	-4.853
1335.792	-4.859
1335.875	-5.008
1335.959	-5.044
1336.042	-4.868
1336.125	-4.804
1336.209	-4.907
1336.292	-4.862
1336.375	-4.873
1336.459	-5.035
1336.542	-5.18
1336.625	-5.292
1336.709	-5.34
1336.792	-5.266
1336.875	-5.122
1336.959	-4.988
1337.042	-4.94
1337.125	-4.962
1337.209	-5.114
1337.292	-5.048
1337.375	-5.022
1337.459	-5.005
1337.542	-5.018
1337.625	-5.113
1337.709	-5.049
1337.792	-5.029
1337.875	-4.968
1337.959	-4.943
1338.042	-4.913
1338.125	-4.909
1338.209	-4.985
1338.292	-4.962
1338.375	-4.919
1338.459	-4.913
1338.542	-4.931
1338.625	-4.984
1338.709	-4.881
1338.792	-4.884
1338.875	-4.786
1338.959	-4.674
1339.042	-4.663
1339.125	-4.604
1339.209	-4.751
1339.292	-4.705
1339.375	-4.649
1339.459	-4.682
1339.542	-4.794
1339.625	-4.875
1339.709	-4.802
1339.792	-4.66
1339.875	-4.622
1339.959	-4.602
1340.042	-4.543
1340.125	-4.506
1340.209	-4.513
1340.292	-4.601
1340.375	-4.643
1340.459	-4.669
1340.542	-4.696
1340.625	-4.784
1340.709	-4.775
1340.792	-4.714
1340.875	-4.699
1340.959	-4.51
1341.042	-4.711
1341.125	-4.466
1341.209	-4.557
1341.292	-4.571
1341.375	-4.653
1341.459	-4.679
1341.542	-4.74
1341.625	-4.794
1341.709	-4.801
1341.792	-4.618
1341.875	-4.686
1341.959	-4.582
1342.042	-4.62
1342.125	-4.621
1342.209	-4.627
1342.292	-4.739
1342.375	-4.844
1342.459	-4.772
1342.542	-4.827
1342.625	-4.855
1342.709	-4.89
1342.792	-4.89
1342.875	-4.782
1342.959	-4.67
1343.042	-4.67
1343.125	-4.727
1343.209	-4.85
1343.292	-4.882
1343.375	-4.879
1343.459	-4.744
1343.542	-4.901
1343.625	-4.942
1343.709	-4.903
1343.792	-4.906
1343.875	-4.824
1343.959	-4.732
1344.042	-4.647
1344.125	-4.771
1344.209	-4.878
1344.292	-4.942
1344.375	-5.004
1344.459	-4.949
1344.542	-4.97
1344.625	-5.072
1344.709	-4.911
1344.792	-4.825
1344.875	-4.803
1344.959	-4.731
1345.042	-4.733
1345.125	-4.774
1345.209	-4.86
1345.292	-4.83
1345.375	-4.861
1345.459	-4.948
1345.542	-5.014
1345.625	-5.073
1345.709	-5.022
1345.792	-5.005
1345.875	-4.922
1345.959	-4.812
1346.042	-4.824
1346.125	-4.823
1346.209	-4.829
1346.292	-4.871
1346.375	-4.817
1346.459	-4.801
1346.542	-4.875
1346.625	-5.066
1346.709	-4.977
1346.792	-4.792
1346.875	-4.711
1346.959	-4.799
1347.042	-4.733
1347.125	-4.737
1347.209	-4.809
1347.292	-4.921
1347.375	-4.967
1347.459	-5.035
1347.542	-5.229
1347.625	-5.26
1347.709	-5.211
1347.792	-5.074
1347.875	-4.821
1347.959	-4.774
1348.042	-4.784
1348.125	-4.869
1348.209	-4.825
1348.292	-4.839
1348.375	-4.784
1348.459	-4.86
1348.542	-4.828
1348.625	-4.939
1348.709	-4.962
1348.792	-4.902
1348.875	-5.034
1348.959	-4.976
1349.042	-4.888
1349.125	-4.854
1349.209	-4.909
1349.292	-4.902
1349.375	-4.86
1349.459	-4.836
1349.542	-4.849
1349.625	-4.842
1349.709	-4.833
1349.792	-4.817
1349.875	-4.78
1349.959	-4.783
1350.042	-4.768
1350.125	-4.77
1350.209	-4.825
1350.292	-4.894
1350.375	-4.912
1350.459	-4.989
1350.542	-5.135
1350.625	-5.175
1350.709	-5.153
1350.792	-5.024
1350.875	-4.894
1350.959	-4.84
1351.042	-4.755
1351.125	-4.746
1351.209	-4.774
1351.292	-4.748
1351.375	-4.78
1351.459	-4.78
1351.542	-4.686
1351.625	-4.744
1351.709	-4.756
1351.792	-4.756
1351.875	-4.706
1351.959	-4.676
1352.042	-4.643
1352.125	-4.625
1352.209	-4.657
1352.292	-4.701
1352.375	-4.704
1352.459	-4.722
1352.542	-4.772
1352.625	-4.809
1352.709	-4.682
1352.792	-4.766
1352.875	-4.756
1352.959	-4.669
1353.042	-4.471
1353.125	-4.554
1353.209	-4.669
1353.292	-4.637
1353.375	-4.596
1353.459	-4.636
1353.542	-4.731
1353.625	-4.768
1353.709	-4.652
1353.792	-4.678
1353.875	-4.639
1353.959	-4.554
1354.042	-4.536
1354.125	-4.567
1354.209	-4.572
1354.292	-4.631
1354.375	-4.647
1354.459	-4.607
1354.542	-4.633
1354.625	-4.664
1354.709	-4.616
1354.792	-4.57
1354.875	-4.583
1354.959	-4.706
1355.042	-4.556
1355.125	-4.528
1355.209	-4.574
1355.292	-4.544
1355.375	-4.594
1355.459	-4.718
1355.542	-4.851
1355.625	-4.887
1355.709	-4.84
1355.792	-4.728
1355.875	-4.762
1355.959	-4.778
1356.042	-4.75
1356.125	-4.753
1356.209	-4.74
1356.292	-4.746
1356.375	-4.786
1356.459	-4.858
1356.542	-4.853
1356.625	-4.846
1356.709	-4.854
1356.792	-4.831
1356.875	-4.802
1356.959	-4.761
1357.042	-4.68
1357.125	-4.685
1357.209	-4.691
1357.292	-4.778
1357.375	-4.898
1357.459	-4.853
1357.542	-4.813
1357.625	-4.942
1357.709	-4.939
1357.792	-4.716
1357.875	-4.694
1357.959	-4.68
1358.042	-4.686
1358.125	-4.672
1358.209	-4.711
1358.292	-4.758
1358.375	-4.649
1358.459	-4.71
1358.542	-4.734
1358.625	-4.806
1358.709	-4.789
1358.792	-4.703
1358.875	-4.625
1358.959	-4.631
1359.042	-4.671
1359.125	-4.629
1359.209	-4.714
1359.292	-4.668
1359.375	-4.7
1359.459	-4.829
1359.542	-4.859
1359.625	-4.856
1359.709	-4.782
1359.792	-4.731
1359.875	-4.684
1359.959	-4.589
1360.042	-4.593
1360.125	-4.543
1360.209	-4.63
1360.292	-4.643
1360.375	-4.67
1360.459	-4.757
1360.542	-4.761
1360.625	-4.764
1360.709	-4.641
1360.792	-4.59
1360.875	-4.688
1360.959	-4.648
1361.042	-4.637
1361.125	-4.615
1361.209	-4.688
1361.292	-4.673
1361.375	-4.705
1361.459	-4.742
1361.542	-4.768
1361.625	-4.739
1361.709	-4.707
1361.792	-4.666
1361.875	-4.614
1361.959	-4.455
1362.042	-4.46
1362.125	-4.563
1362.209	-4.625
1362.292	-4.554
1362.375	-4.716
1362.459	-4.751
1362.542	-4.749
1362.625	-4.783
1362.709	-4.711
1362.792	-4.671
1362.875	-4.724
1362.959	-4.68
1363.042	-4.666
1363.125	-4.647
1363.209	-4.751
1363.292	-4.788
1363.375	-4.756
1363.459	-4.715
1363.542	-4.72
1363.625	-4.751
1363.709	-4.684
1363.792	-4.656
1363.875	-4.657
1363.959	-4.65
1364.042	-4.573
1364.125	-4.549
1364.209	-4.58
1364.292	-4.592
1364.375	-4.726
1364.459	-4.807
1364.542	-4.793
1364.625	-4.839
1364.709	-4.813
1364.792	-4.87
1364.875	-4.887
1364.959	-4.78
1365.042	-4.683
1365.125	-4.731
1365.209	-4.727
1365.292	-4.757
1365.375	-4.771
1365.459	-4.848
1365.542	-4.867
1365.625	-4.959
1365.709	-4.943
1365.792	-4.869
1365.875	-4.792
1365.959	-4.76
1366.042	-4.734
1366.125	-4.73
1366.209	-4.77
1366.292	-4.82
1366.375	-4.871
1366.459	-4.793
1366.542	-4.833
1366.625	-4.946
1366.709	-5.001
1366.792	-4.932
1366.875	-4.902
1366.959	-4.845
1367.042	-4.701
1367.125	-4.677
1367.209	-4.77
1367.292	-4.876
1367.375	-4.916
1367.459	-4.804
1367.542	-4.887
1367.625	-4.88
1367.709	-4.87
