time,NADA_PC1,NADA_PC2,MADA_PC1,MADA_PC2,Kauri,SAAltiplano
1001,1.0112287998199463,0.1745903640985489,,,,
1002,0.3113539218902588,-0.1977350264787674,,,,
1003,0.908787190914154,-0.23814645409584045,,,,
1004,0.061418481171131134,-0.36115556955337524,,,,
1005,2.8809773921966553,0.2024555653333664,,,,
1006,-0.2701566517353058,-1.257796049118042,,,,
1007,-1.291727066040039,-0.23777920007705688,,,,
1008,-0.5265699625015259,-1.1728429794311523,,,,
1009,0.4315137565135956,-1.042854905128479,,,,
1010,0.3245998024940491,-0.9599196314811707,,,,
1011,0.8894175887107849,0.2933351695537567,,,,
1012,0.847868025302887,2.309176206588745,,,,
1013,0.8989374041557312,0.17675000429153442,,,,
1014,1.765864372253418,-0.5029613375663757,,,,
1015,0.1218479573726654,0.23892614245414734,,,,
1016,-0.40870213508605957,0.1640518754720688,,,,
1017,-0.3769132196903229,0.4704037308692932,,,,
1018,0.11956994235515594,0.46417394280433655,,,,
1019,0.5594782829284668,-0.8550031781196594,,,,
1020,-0.4384360909461975,1.0317445993423462,,,,
1021,-0.12740358710289001,0.7906128764152527,,,,
1022,0.37947070598602295,-0.026898549869656563,,,,
1023,-0.5222784280776978,-1.9270446300506592,,,,
1024,-1.4909979104995728,0.8750442266464233,,,,
1025,-0.2986714541912079,1.1692390441894531,,,,
1026,-0.261708527803421,0.6981237530708313,,,,
1027,0.19497956335544586,-0.47968366742134094,,,,
1028,-0.04304377734661102,0.5528825521469116,,,,
1029,-0.15993323922157288,1.1514586210250854,,,,
1030,-0.2286747843027115,0.4208633601665497,,,,
1031,-0.11896539479494095,-0.7926356792449951,,,,
1032,0.37380412220954895,1.080299973487854,,,,
1033,0.10295417904853821,-0.2684110999107361,,,,
1034,0.19569499790668488,-0.1109444797039032,,,,
1035,2.081463575363159,0.10293399542570114,,,,
1036,0.942023515701294,-1.045387864112854,,,,
1037,0.24329069256782532,0.994968831539154,,,,
1038,0.4154968857765198,0.4270068407058716,,,,
1039,1.0322355031967163,1.164659857749939,,,,
1040,0.6216069459915161,1.4727379083633423,,,,
1041,1.1845811605453491,-0.6780371069908142,,,,
1042,-0.16823220252990723,-0.3183777332305908,,,,
1043,0.3727516531944275,-0.10251036286354065,,,,
1044,0.9481180906295776,-1.0988025665283203,,,,
1045,-0.12201468646526337,-1.4923456907272339,,,,
1046,0.4295540153980255,0.38950780034065247,,,,
1047,-0.3144986033439636,-0.23738202452659607,,,,
1048,0.853560745716095,-1.9295611381530762,,,,
1049,-0.4235714077949524,-1.025909662246704,,,,
1050,-0.7123281359672546,0.24989528954029083,,,,
